label,text,clean_text,clean_text_tok
0.0,i was so panicked i didn t feel it when my nails broke against the impenetrable wall of ice leaving red crescents of blood welling up on sensitive skin,panic feel nail break impenetrable wall ice leave red crescent blood well sensitive skin,"['panic', 'feel', 'nail', 'break', 'impenetrable', 'wall', 'ice', 'leave', 'red', 'crescent', 'blood', 'well', 'sensitive', 'skin']"
0.0,hearing about developments of sience in the west a lot better than china,hear development sience west lot well china,"['hear', 'development', 'sience', 'west', 'lot', 'well', 'china']"
0.0,i feel so numb f,feel numb f,"['feel', 'numb', 'f']"
0.0,i could feel my sciatica aching as my feet was swinging from the gas to the brakes pedals,could feel sciatica ache foot swing gas brake pedal,"['could', 'feel', 'sciatica', 'ache', 'foot', 'swing', 'gas', 'brake', 'pedal']"
0.0,i figure my family loves us no matter what but around anyone else i feel embarrassed when michelle goes ballistic,figure family love u matter around anyone else feel embarrassed michelle go ballistic,"['figure', 'family', 'love', 'u', 'matter', 'around', 'anyone', 'else', 'feel', 'embarrassed', 'michelle', 'go', 'ballistic']"
0.0,i feel completely numb emotionless lost,feel completely numb emotionless lose,"['feel', 'completely', 'numb', 'emotionless', 'lose']"
0.0,im feeling regretful about not writing back to you i felt the exact same things you did and i would have also loved to have you read my letters,im feel regretful write back felt exact thing would also love read letter,"['im', 'feel', 'regretful', 'write', 'back', 'felt', 'exact', 'thing', 'would', 'also', 'love', 'read', 'letter']"
0.0,i had been taught very young that i had deserved what i got that what i was feeling was unimportant overemotional and attention seeking,taught young deserve get feel unimportant overemotional attention seek,"['taught', 'young', 'deserve', 'get', 'feel', 'unimportant', 'overemotional', 'attention', 'seek']"
0.0,i feel even more alone although i have him,feel even alone although,"['feel', 'even', 'alone', 'although']"
0.0,i feel humiliated at her apartment i came here to this family i feel stuckin this life and go the hell i do not want to be more present in my life,feel humiliate apartment come family feel stuckin life go hell want present life,"['feel', 'humiliate', 'apartment', 'come', 'family', 'feel', 'stuckin', 'life', 'go', 'hell', 'want', 'present', 'life']"
0.0,i lie awake for hours and look at him and at times i feel so ashamed of my thoughts,lie awake hour look time feel ashamed thought,"['lie', 'awake', 'hour', 'look', 'time', 'feel', 'ashamed', 'thought']"
0.0,i am no fan of the current president i am a conservative and it made me feel unwelcome,fan current president conservative make feel unwelcome,"['fan', 'current', 'president', 'conservative', 'make', 'feel', 'unwelcome']"
0.0,i have to try and adjust to not overdoing it and feeling kind of useless and frustrated with the physical limitations,try adjust overdo feel kind useless frustrate physical limitation,"['try', 'adjust', 'overdo', 'feel', 'kind', 'useless', 'frustrate', 'physical', 'limitation']"
0.0,i feel groggy this morning,feel groggy morning,"['feel', 'groggy', 'morning']"
0.0,i were i probably wouldn t be saddled with all this guilt and feeling like i should be doing these things instead of pissing about doing highly unimportant things,probably saddle guilt feeling like thing instead piss highly unimportant thing,"['probably', 'saddle', 'guilt', 'feeling', 'like', 'thing', 'instead', 'piss', 'highly', 'unimportant', 'thing']"
0.0,I've been feeling blue since my great grandmother passed away.,feel blue since great grandmother pass away,"['feel', 'blue', 'since', 'great', 'grandmother', 'pass', 'away']"
0.0,i have a full stomach and this is my nd class of the day im pretty much pooped and feeling lethargic,full stomach nd class day im pretty much pooped feel lethargic,"['full', 'stomach', 'nd', 'class', 'day', 'im', 'pretty', 'much', 'pooped', 'feel', 'lethargic']"
0.0,i will state right now that i feel strongly that someone should be punished for the hurt that was inflicted on him,state right feel strongly someone punish hurt inflicted,"['state', 'right', 'feel', 'strongly', 'someone', 'punish', 'hurt', 'inflicted']"
0.0,i think the answer to my problems can be found in the bottom of a bottle of cheap alcohol and logically i know that nothing waits for me there except a headache come the following morning a dull ache at my temple like the feeling of repressed tears,think answer problem find bottom bottle cheap alcohol logically know nothing wait except headache come follow morning dull ache temple like feel repressed tear,"['think', 'answer', 'problem', 'find', 'bottom', 'bottle', 'cheap', 'alcohol', 'logically', 'know', 'nothing', 'wait', 'except', 'headache', 'come', 'follow', 'morning', 'dull', 'ache', 'temple', 'like', 'feel', 'repressed', 'tear']"
0.0,i stack pillows on his side of the bed just so it feels less empty but its really nice to have a real person back in bed,stack pillow side bed feel less empty really nice real person back bed,"['stack', 'pillow', 'side', 'bed', 'feel', 'less', 'empty', 'really', 'nice', 'real', 'person', 'back', 'bed']"
0.0,im sitting at the spare desk feeling totally disillusioned and frustrated with my working life in general,im sit spare desk feel totally disillusion frustrate work life general,"['im', 'sit', 'spare', 'desk', 'feel', 'totally', 'disillusion', 'frustrate', 'work', 'life', 'general']"
0.0,i go through the cycle again and again attending lessons doing tutorials feeling lethargic etc etc,go cycle attend lesson tutorial feel lethargic etc etc,"['go', 'cycle', 'attend', 'lesson', 'tutorial', 'feel', 'lethargic', 'etc', 'etc']"
0.0,i feel humiliated by my ignorance and lack of ability to accommodate the other,feel humiliate ignorance lack ability accommodate,"['feel', 'humiliate', 'ignorance', 'lack', 'ability', 'accommodate']"
0.0,i just decided to put a closure on the irritant and avoid them altogether or make their presence feel equally unwelcome,decide put closure irritant avoid altogether make presence feel equally unwelcome,"['decide', 'put', 'closure', 'irritant', 'avoid', 'altogether', 'make', 'presence', 'feel', 'equally', 'unwelcome']"
0.0,"Ive ah, Ive recently learned whats it like to be on your side of it, and Im sorry.",ive ah ive recently learn whats like side im sorry,"['ive', 'ah', 'ive', 'recently', 'learn', 'whats', 'like', 'side', 'im', 'sorry']"
0.0,i can t help but think that oakwood must feel unwelcome on our campus,help think oakwood must feel unwelcome campus,"['help', 'think', 'oakwood', 'must', 'feel', 'unwelcome', 'campus']"
0.0,when i had to get rid of my animals ,get rid animal,"['get', 'rid', 'animal']"
0.0,i feel dirty even admitting that ive seen it much less own it on dvd,feel dirty even admit ive see much less dvd,"['feel', 'dirty', 'even', 'admit', 'ive', 'see', 'much', 'less', 'dvd']"
0.0,i have definitely seen and felt many blessings from heavenly father especially on the days when things feel gloomy and lonely while mike is away working hard for our future,definitely see felt many blessing heavenly father especially day thing feel gloomy lonely mike away work hard future,"['definitely', 'see', 'felt', 'many', 'blessing', 'heavenly', 'father', 'especially', 'day', 'thing', 'feel', 'gloomy', 'lonely', 'mike', 'away', 'work', 'hard', 'future']"
0.0,i know if i do ill get guilted about making her feel unwelcome,know ill get guilted make feel unwelcome,"['know', 'ill', 'get', 'guilted', 'make', 'feel', 'unwelcome']"
0.0,i feel most of your parents are republicans i shall not overload the stories with feeling or the need for society to be blamed for the outcome,feel parent republicans shall overload story feel need society blame outcome,"['feel', 'parent', 'republicans', 'shall', 'overload', 'story', 'feel', 'need', 'society', 'blame', 'outcome']"
0.0,i feel disturbed and sad,feel disturb sad,"['feel', 'disturb', 'sad']"
0.0,i feel so regretful not going but,feel regretful go,"['feel', 'regretful', 'go']"
0.0,Sometimes I cry when I watch sad movies,sometimes cry watch sad movie,"['sometimes', 'cry', 'watch', 'sad', 'movie']"
0.0,had to leave my long distance girlfriend to go back home_comma_ after I had spent a month of time with her,leave long distance girlfriend go back home spend month time,"['leave', 'long', 'distance', 'girlfriend', 'go', 'back', 'home', 'spend', 'month', 'time']"
0.0,im feeling sad so i can remind myself of how i am talented and good at things and also see things that inspire me all in once place,im feel sad remind talented good thing also see thing inspire place,"['im', 'feel', 'sad', 'remind', 'talented', 'good', 'thing', 'also', 'see', 'thing', 'inspire', 'place']"
0.0,i started to explain how miserable ive been this year and all of the reasons why and its just so pathetic feeling that im too embarrassed to even describe,start explain miserable ive year reason pathetic feeling im embarrass even describe,"['start', 'explain', 'miserable', 'ive', 'year', 'reason', 'pathetic', 'feeling', 'im', 'embarrass', 'even', 'describe']"
0.0,i possibly understand what she was feeling i ignored her words ignored my feelings of uneasiness,possibly understand feeling ignore word ignore feeling uneasiness,"['possibly', 'understand', 'feeling', 'ignore', 'word', 'ignore', 'feeling', 'uneasiness']"
0.0,i feel depressed to the point of developing high fever at least once a week,feel depress point develop high fever least week,"['feel', 'depress', 'point', 'develop', 'high', 'fever', 'least', 'week']"
0.0,i hope the two of you don t feel it was all in vain,hope two feel vain,"['hope', 'two', 'feel', 'vain']"
0.0,i feel so heartbroken and confused and just blah blah blah,feel heartbroken confused blah blah blah,"['feel', 'heartbroken', 'confused', 'blah', 'blah', 'blah']"
0.0,I recently attended my grandmother's funeral. Although she had just turned 93_comma_ I definitely miss her. ,recently attend grandmother funeral although turned definitely miss,"['recently', 'attend', 'grandmother', 'funeral', 'although', 'turned', 'definitely', 'miss']"
0.0,after my boyfriend and i had separated,boyfriend separate,"['boyfriend', 'separate']"
0.0,"Umm, well, umm Grandma died.",umm well umm grandma die,"['umm', 'well', 'umm', 'grandma', 'die']"
0.0,i feel like were kind of boring,feel like kind boring,"['feel', 'like', 'kind', 'boring']"
0.0,im feeling homesick for him,im feeling homesick,"['im', 'feeling', 'homesick']"
0.0,i fall victim to feeling inadequate if i am anywhere short of perfection in what i set of my expectations or what i perceive are the expectations of others,fall victim feeling inadequate anywhere short perfection set expectation perceive expectation others,"['fall', 'victim', 'feeling', 'inadequate', 'anywhere', 'short', 'perfection', 'set', 'expectation', 'perceive', 'expectation', 'others']"
0.0,my dog passed away. I am really distrout over it,dog pass away really distrout,"['dog', 'pass', 'away', 'really', 'distrout']"
0.0,i dont know why but every time i feel like i am doing someone a favor all the time i start to feel burdened and stressed by that,dont know every time feel like someone favor time start feel burden stress,"['dont', 'know', 'every', 'time', 'feel', 'like', 'someone', 'favor', 'time', 'start', 'feel', 'burden', 'stress']"
0.0,i feel a bit dumb,feel bit dumb,"['feel', 'bit', 'dumb']"
0.0,i feel like as much as it was an unfortunate situation that i wasnt with my father i was in a great place,feel like much unfortunate situation wasnt father great place,"['feel', 'like', 'much', 'unfortunate', 'situation', 'wasnt', 'father', 'great', 'place']"
0.0,i compare myself whether it s to her lifestyle business acumen or physical beauty i set myself up for failure immediately feeling ugly and a tsunami of self doubt ensues,compare whether lifestyle business acumen physical beauty set failure immediately feel ugly tsunami self doubt ensues,"['compare', 'whether', 'lifestyle', 'business', 'acumen', 'physical', 'beauty', 'set', 'failure', 'immediately', 'feel', 'ugly', 'tsunami', 'self', 'doubt', 'ensues']"
